City,Suburb,Date,Sales,Median Price,suburb_number
ONKAPARINGA,ALDINGA,2024-03-31,1.0,877200.0,517301.0
ONKAPARINGA,ALDINGA BEACH,2024-03-31,50.0,668750.0,517302.0
ONKAPARINGA,BLEWITT SPRINGS,2024-03-31,,,517101.0
ONKAPARINGA,CHANDLERS HILL,2024-03-31,,,515902.0
ONKAPARINGA,CHERRY GARDENS,2024-03-31,,,515701.0
ONKAPARINGA,CHRISTIE DOWNS,2024-03-31,16.0,558500.0,516401.0
ONKAPARINGA,CHRISTIES BEACH,2024-03-31,24.0,681500.0,516501.0
ONKAPARINGA,CLARENDON,2024-03-31,,,515702.0
ONKAPARINGA,COROMANDEL EAST,2024-03-31,,,515703.0
ONKAPARINGA,FLAGSTAFF HILL,2024-03-31,38.0,835000.0,515903.0
ONKAPARINGA,HACKHAM,2024-03-31,11.0,578000.0,516301.0
ONKAPARINGA,HACKHAM WEST,2024-03-31,10.0,573000.0,516302.0
ONKAPARINGA,HAPPY VALLEY,2024-03-31,36.0,715500.0,515904.0
ONKAPARINGA,HUNTFIELD HEIGHTS,2024-03-31,19.0,586000.0,516304.0
ONKAPARINGA,KANGARILLA,2024-03-31,,,515705.0
ONKAPARINGA,MASLIN BEACH,2024-03-31,2.0,845000.0,517001.0
ONKAPARINGA,MCLAREN FLAT,2024-03-31,3.0,842500.0,517102.0
ONKAPARINGA,MCLAREN VALE,2024-03-31,11.0,818000.0,517103.0
ONKAPARINGA,MOANA,2024-03-31,15.0,760000.0,516901.0
ONKAPARINGA,MORPHETT VALE,2024-03-31,93.0,601000.0,516201.0
ONKAPARINGA,NOARLUNGA CENTRE,2024-03-31,,,516802.0
ONKAPARINGA,NOARLUNGA DOWNS,2024-03-31,11.0,658000.0,516803.0
ONKAPARINGA,O'SULLIVAN BEACH,2024-03-31,9.0,570000.0,516601.0
ONKAPARINGA,OLD NOARLUNGA,2024-03-31,5.0,656000.0,516801.0
ONKAPARINGA,OLD REYNELLA,2024-03-31,14.0,652500.0,516102.0
ONKAPARINGA,ONKAPARINGA HEIGHTS,2024-03-31,5.0,635000.0,516301.0
ONKAPARINGA,ONKAPARINGA HILLS,2024-03-31,3.0,797500.0,516303.0
ONKAPARINGA,PORT NOARLUNGA,2024-03-31,13.0,905000.0,516701.0
ONKAPARINGA,PORT NOARLUNGA SOUTH,2024-03-31,19.0,780000.0,516702.0
ONKAPARINGA,PORT WILLUNGA,2024-03-31,15.0,698000.0,517303.0
ONKAPARINGA,REYNELLA,2024-03-31,22.0,628000.0,516101.0
ONKAPARINGA,REYNELLA EAST,2024-03-31,5.0,642500.0,516103.0
ONKAPARINGA,SEAFORD,2024-03-31,20.0,663500.0,516902.0
ONKAPARINGA,SEAFORD HEIGHTS,2024-03-31,20.0,680000.0,516905.0
ONKAPARINGA,SEAFORD MEADOWS,2024-03-31,16.0,676000.0,516904.0
ONKAPARINGA,SEAFORD RISE,2024-03-31,11.0,702000.0,516903.0
ONKAPARINGA,SELLICKS BEACH,2024-03-31,19.0,655000.0,517401.0
ONKAPARINGA,SELLICKS HILL,2024-03-31,,,517402.0
ONKAPARINGA,TATACHILLA,2024-03-31,,,517104.0
ONKAPARINGA,THE RANGE,2024-03-31,,,517201.0
ONKAPARINGA,WHITES VALLEY,2024-03-31,,,517202.0
ONKAPARINGA,WILLUNGA,2024-03-31,9.0,970000.0,517204.0
ONKAPARINGA,WILLUNGA SOUTH,2024-03-31,,,517203.0
ONKAPARINGA,WOODCROFT,2024-03-31,28.0,757500.0,516202.0
PLAYFORD,ANDREWS FARM,2024-03-31,40.0,522500.0,511401.0
PLAYFORD,ANGLE VALE,2024-03-31,27.0,740000.0,511701.0
PLAYFORD,BLAKEVIEW,2024-03-31,48.0,552000.0,511402.0
PLAYFORD,BUCKLAND PARK,2024-03-31,,,512002.0
PLAYFORD,CRAIGMORE,2024-03-31,36.0,513500.0,511403.0
PLAYFORD,DAVOREN PARK,2024-03-31,34.0,452000.0,511306.0
PLAYFORD,EDINBURGH,2024-03-31,,,511101.0
PLAYFORD,EDINBURGH NORTH,2024-03-31,,,511305.0
PLAYFORD,ELIZABETH,2024-03-31,3.0,550000.0,511201.0
PLAYFORD,ELIZABETH DOWNS,2024-03-31,26.0,465000.0,511301.0
PLAYFORD,ELIZABETH EAST,2024-03-31,14.0,492000.0,511202.0
PLAYFORD,ELIZABETH GROVE,2024-03-31,4.0,449000.0,511203.0
PLAYFORD,ELIZABETH NORTH,2024-03-31,22.0,445000.0,511303.0
PLAYFORD,ELIZABETH PARK,2024-03-31,22.0,500000.0,511304.0
PLAYFORD,ELIZABETH SOUTH,2024-03-31,2.0,456000.0,511204.0
PLAYFORD,ELIZABETH VALE,2024-03-31,11.0,491005.0,511205.0
PLAYFORD,EYRE,2024-03-31,14.0,465000.0,512104.0
PLAYFORD,GOULD CREEK,2024-03-31,,,511404.0
PLAYFORD,HILLBANK,2024-03-31,22.0,648000.0,511206.0
PLAYFORD,MACDONALD PARK,2024-03-31,,,512101.0
PLAYFORD,MUNNO PARA,2024-03-31,25.0,551000.0,511502.0
PLAYFORD,MUNNO PARA DOWNS,2024-03-31,,,511503.0
PLAYFORD,MUNNO PARA WEST,2024-03-31,51.0,545000.0,511504.0
PLAYFORD,ONE TREE HILL,2024-03-31,3.0,860000.0,511406.0
PLAYFORD,PENFIELD,2024-03-31,,,512102.0
PLAYFORD,PENFIELD GARDENS,2024-03-31,,,512103.0
PLAYFORD,RIVERLEA PARK,2024-03-31,6.0,735000.0,512003.0
PLAYFORD,SAMPSON FLAT,2024-03-31,,,511407.0
PLAYFORD,SMITHFIELD,2024-03-31,8.0,470000.0,511408.0
PLAYFORD,SMITHFIELD PLAINS,2024-03-31,23.0,473000.0,511409.0
PLAYFORD,VIRGINIA,2024-03-31,6.0,847500.0,512001.0
PLAYFORD,WATERLOO CORNER,2024-03-31,,,511005.0
PLAYFORD,YATTALUNGA,2024-03-31,,,511411.0
PORT ADELAIDE ENFIELD,ALBERTON,2024-03-31,13.0,646250.0,501401.0
PORT ADELAIDE ENFIELD,ANGLE PARK,2024-03-31,1.0,630000.0,501001.0
PORT ADELAIDE ENFIELD,BIRKENHEAD,2024-03-31,9.0,770000.0,501501.0
PORT ADELAIDE ENFIELD,BLAIR ATHOL,2024-03-31,13.0,783000.0,508401.0
PORT ADELAIDE ENFIELD,BROADVIEW,2024-03-31,10.0,950000.0,508301.0
PORT ADELAIDE ENFIELD,CLEARVIEW,2024-03-31,20.0,740000.0,508501.0
PORT ADELAIDE ENFIELD,CROYDON PARK,2024-03-31,9.0,848000.0,500802.0
PORT ADELAIDE ENFIELD,DERNANCOURT,2024-03-31,10.0,800000.0,507501.0
PORT ADELAIDE ENFIELD,DRY CREEK,2024-03-31,3.0,669000.0,509402.0
PORT ADELAIDE ENFIELD,DUDLEY PARK,2024-03-31,1.0,715000.0,500804.0
PORT ADELAIDE ENFIELD,ENFIELD,2024-03-31,22.0,696500.0,508502.0
PORT ADELAIDE ENFIELD,ETHELTON,2024-03-31,4.0,610000.0,501502.0
PORT ADELAIDE ENFIELD,EXETER,2024-03-31,,,501901.0
PORT ADELAIDE ENFIELD,FERRYDEN PARK,2024-03-31,8.0,720000.0,501002.0
PORT ADELAIDE ENFIELD,GEPPS CROSS,2024-03-31,2.0,658500.0,509403.0
PORT ADELAIDE ENFIELD,GILLES PLAINS,2024-03-31,11.0,770000.0,508601.0
PORT ADELAIDE ENFIELD,GILLMAN,2024-03-31,1.0,561000.0,501301.0
PORT ADELAIDE ENFIELD,GLANVILLE,2024-03-31,,,501503.0
PORT ADELAIDE ENFIELD,GREENACRES,2024-03-31,10.0,840750.0,508602.0
PORT ADELAIDE ENFIELD,HAMPSTEAD GARDENS,2024-03-31,5.0,882000.0,508603.0
PORT ADELAIDE ENFIELD,HILLCREST,2024-03-31,7.0,725000.0,508604.0
PORT ADELAIDE ENFIELD,HOLDEN HILL,2024-03-31,15.0,705000.0,508801.0
PORT ADELAIDE ENFIELD,KILBURN,2024-03-31,10.0,722500.0,508402.0
PORT ADELAIDE ENFIELD,KLEMZIG,2024-03-31,13.0,830000.0,508701.0
PORT ADELAIDE ENFIELD,LARGS BAY,2024-03-31,12.0,881250.0,501601.0
PORT ADELAIDE ENFIELD,LARGS NORTH,2024-03-31,16.0,805000.0,501602.0
PORT ADELAIDE ENFIELD,LIGHTSVIEW,2024-03-31,43.0,634999.0,508505.0
PORT ADELAIDE ENFIELD,MANNINGHAM,2024-03-31,3.0,895000.0,508605.0
PORT ADELAIDE ENFIELD,MANSFIELD PARK,2024-03-31,2.0,670000.0,501202.0
PORT ADELAIDE ENFIELD,NEW PORT,2024-03-31,7.0,601550.0,501505.0
PORT ADELAIDE ENFIELD,NORTH HAVEN,2024-03-31,11.0,933000.0,501801.0
PORT ADELAIDE ENFIELD,NORTHFIELD,2024-03-31,12.0,819000.0,508503.0
PORT ADELAIDE ENFIELD,NORTHGATE,2024-03-31,6.0,935000.0,508504.0
PORT ADELAIDE ENFIELD,OAKDEN,2024-03-31,7.0,800000.0,508606.0
PORT ADELAIDE ENFIELD,OSBORNE,2024-03-31,3.0,630000.0,501701.0
PORT ADELAIDE ENFIELD,OTTOWAY,2024-03-31,7.0,670400.0,501302.0
PORT ADELAIDE ENFIELD,OUTER HARBOR,2024-03-31,,,501802.0
PORT ADELAIDE ENFIELD,PETERHEAD,2024-03-31,3.0,709500.0,501603.0
PORT ADELAIDE ENFIELD,PORT ADELAIDE,2024-03-31,8.0,760000.0,501504.0
PORT ADELAIDE ENFIELD,QUEENSTOWN,2024-03-31,6.0,675000.0,501405.0
PORT ADELAIDE ENFIELD,REGENCY PARK,2024-03-31,1.0,650000.0,501003.0
PORT ADELAIDE ENFIELD,ROSEWATER,2024-03-31,19.0,660000.0,501304.0
PORT ADELAIDE ENFIELD,SEFTON PARK,2024-03-31,5.0,975000.0,508303.0
PORT ADELAIDE ENFIELD,SEMAPHORE,2024-03-31,5.0,816000.0,501902.0
PORT ADELAIDE ENFIELD,SEMAPHORE SOUTH,2024-03-31,1.0,1150000.0,501904.0
PORT ADELAIDE ENFIELD,TAPEROO,2024-03-31,6.0,676000.0,501702.0
PORT ADELAIDE ENFIELD,VALLEY VIEW,2024-03-31,26.0,703000.0,509302.0
PORT ADELAIDE ENFIELD,WALKLEY HEIGHTS,2024-03-31,10.0,815000.0,509802.0
PORT ADELAIDE ENFIELD,WINDSOR GARDENS,2024-03-31,14.0,795000.0,508702.0
PORT ADELAIDE ENFIELD,WINGFIELD,2024-03-31,4.0,480000.0,501305.0
PORT ADELAIDE ENFIELD,WOODVILLE GARDENS,2024-03-31,5.0,745000.0,501203.0
PROSPECT,COLLINSWOOD,2024-03-31,1.0,2725000.0,508101.0
PROSPECT,FITZROY,2024-03-31,1.0,1900000.0,508201.0
PROSPECT,MEDINDIE GARDENS,2024-03-31,,,508104.0
PROSPECT,NAILSWORTH,2024-03-31,6.0,970000.0,508302.0
PROSPECT,PROSPECT,2024-03-31,21.0,1285000.0,508203.0
PROSPECT,THORNGATE,2024-03-31,,,508204.0
SALISBURY,BOLIVAR,2024-03-31,,,511001.0
SALISBURY,BRAHMA LODGE,2024-03-31,11.0,560000.0,510901.0
SALISBURY,BURTON,2024-03-31,25.0,583500.0,511002.0
SALISBURY,CAVAN,2024-03-31,,,509401.0
SALISBURY,DIREK,2024-03-31,3.0,630000.0,511003.0
SALISBURY,GLOBE DERBY PARK,2024-03-31,,,511006.0
SALISBURY,GREEN FIELDS,2024-03-31,1.0,715000.0,510701.0
SALISBURY,GULFVIEW HEIGHTS,2024-03-31,6.0,890000.0,509603.0
SALISBURY,INGLE FARM,2024-03-31,46.0,650000.0,509801.0
SALISBURY,MAWSON LAKES,2024-03-31,42.0,730075.0,509503.0
SALISBURY,MODBURY HEIGHTS,2024-03-31,20.0,751250.0,509202.0
SALISBURY,PARA HILLS,2024-03-31,29.0,635000.0,509601.0
SALISBURY,PARA HILLS WEST,2024-03-31,14.0,609000.0,509602.0
SALISBURY,PARA VISTA,2024-03-31,12.0,655000.0,509301.0
SALISBURY,PARAFIELD GARDENS,2024-03-31,43.0,632000.0,510702.0
SALISBURY,PARALOWIE,2024-03-31,44.0,595000.0,510801.0
SALISBURY,POORAKA,2024-03-31,19.0,635000.0,509501.0
SALISBURY,SALISBURY,2024-03-31,20.0,610000.0,510802.0
SALISBURY,SALISBURY DOWNS,2024-03-31,10.0,602500.0,510803.0
SALISBURY,SALISBURY EAST,2024-03-31,31.0,600000.0,510902.0
SALISBURY,SALISBURY HEIGHTS,2024-03-31,20.0,677500.0,510903.0
SALISBURY,SALISBURY NORTH,2024-03-31,31.0,537500.0,510804.0
SALISBURY,SALISBURY PARK,2024-03-31,9.0,567750.0,510904.0
SALISBURY,SALISBURY PLAIN,2024-03-31,1.0,526000.0,510905.0
SALISBURY,SALISBURY SOUTH,2024-03-31,,,510602.0
SALISBURY,ST KILDA,2024-03-31,2.0,399500.0,511004.0
TEA TREE GULLY,BANKSIA PARK,2024-03-31,11.0,688000.0,509101.0
TEA TREE GULLY,FAIRVIEW PARK,2024-03-31,13.0,710000.0,512601.0
TEA TREE GULLY,GOLDEN GROVE,2024-03-31,30.0,777000.0,512501.0
TEA TREE GULLY,GREENWITH,2024-03-31,35.0,715000.0,512502.0
TEA TREE GULLY,HIGHBURY,2024-03-31,22.0,805000.0,508901.0
TEA TREE GULLY,HOPE VALLEY,2024-03-31,18.0,662000.0,509001.0
TEA TREE GULLY,MODBURY,2024-03-31,22.0,740000.0,509201.0
TEA TREE GULLY,MODBURY NORTH,2024-03-31,18.0,670000.0,509203.0
TEA TREE GULLY,REDWOOD PARK,2024-03-31,18.0,750500.0,509701.0
TEA TREE GULLY,RIDGEHAVEN,2024-03-31,10.0,650000.0,509702.0
TEA TREE GULLY,ST AGNES,2024-03-31,15.0,667500.0,509703.0
TEA TREE GULLY,SURREY DOWNS,2024-03-31,10.0,704000.0,512602.0
TEA TREE GULLY,TEA TREE GULLY,2024-03-31,11.0,701304.0,509102.0
TEA TREE GULLY,VISTA,2024-03-31,5.0,945500.0,509103.0
TEA TREE GULLY,WYNN VALE,2024-03-31,8.0,727000.0,512701.0
TEA TREE GULLY,YATALA VALE,2024-03-31,,,512603.0
UNLEY,BLACK FOREST,2024-03-31,2.0,1515000.0,503502.0
UNLEY,CLARENCE PARK,2024-03-31,6.0,1236000.0,503401.0
UNLEY,EVERARD PARK,2024-03-31,,,503503.0
UNLEY,FORESTVILLE,2024-03-31,2.0,1175000.0,503504.0
UNLEY,FULLARTON,2024-03-31,8.0,1604500.0,506303.0
UNLEY,GOODWOOD,2024-03-31,8.0,1775000.0,503402.0
UNLEY,HIGHGATE,2024-03-31,3.0,1410000.0,506304.0
UNLEY,HYDE PARK,2024-03-31,2.0,3137500.0,506101.0
UNLEY,KESWICK,2024-03-31,1.0,,503505.0
UNLEY,KINGS PARK,2024-03-31,,,503403.0
UNLEY,MALVERN,2024-03-31,5.0,3130000.0,506102.0
UNLEY,MILLSWOOD,2024-03-31,6.0,2715000.0,503404.0
UNLEY,MYRTLE BANK,2024-03-31,9.0,1912500.0,506404.0
UNLEY,PARKSIDE,2024-03-31,14.0,1325000.0,506305.0
UNLEY,UNLEY,2024-03-31,6.0,1999000.0,506103.0
UNLEY,UNLEY PARK,2024-03-31,8.0,2405000.0,506104.0
UNLEY,WAYVILLE,2024-03-31,3.0,1450000.0,503405.0
WALKERVILLE,GILBERTON,2024-03-31,1.0,1755000.0,508102.0
WALKERVILLE,MEDINDIE,2024-03-31,1.0,,508103.0
WALKERVILLE,VALE PARK,2024-03-31,5.0,1235000.0,508105.0
WALKERVILLE,WALKERVILLE,2024-03-31,,,508106.0
WEST TORRENS,ADELAIDE AIRPORT,2024-03-31,,,595001.0
WEST TORRENS,ASHFORD,2024-03-31,4.0,,503501.0
WEST TORRENS,BROOKLYN PARK,2024-03-31,6.0,740000.0,503201.0
WEST TORRENS,CAMDEN PARK,2024-03-31,10.0,893000.0,503801.0
WEST TORRENS,COWANDILLA,2024-03-31,1.0,815000.0,503301.0
WEST TORRENS,FULHAM,2024-03-31,16.0,1381944.0,502401.0
WEST TORRENS,HILTON,2024-03-31,,,503302.0
WEST TORRENS,KESWICK TERMINAL,2024-03-31,,,503506.0
WEST TORRENS,KURRALTA PARK,2024-03-31,4.0,960000.0,503702.0
WEST TORRENS,LOCKLEYS,2024-03-31,16.0,1105000.0,503202.0
WEST TORRENS,MARLESTON,2024-03-31,8.0,872750.0,503303.0
WEST TORRENS,MILE END,2024-03-31,11.0,1070000.0,503101.0
WEST TORRENS,MILE END SOUTH,2024-03-31,,,503102.0
WEST TORRENS,NETLEY,2024-03-31,5.0,890000.0,503703.0
WEST TORRENS,NORTH PLYMPTON,2024-03-31,10.0,1040000.0,503704.0
WEST TORRENS,NOVAR GARDENS,2024-03-31,5.0,975000.0,504001.0
WEST TORRENS,PLYMPTON,2024-03-31,4.0,1055500.0,503802.0
WEST TORRENS,RICHMOND,2024-03-31,9.0,1035000.0,503304.0
WEST TORRENS,THEBARTON,2024-03-31,6.0,907000.0,503103.0
WEST TORRENS,TORRENSVILLE,2024-03-31,12.0,1011000.0,503104.0
WEST TORRENS,UNDERDALE,2024-03-31,7.0,1070000.0,503203.0
WEST TORRENS,WEST RICHMOND,2024-03-31,4.0,763500.0,503305.0
ADELAIDE,ADELAIDE,2023-12-31,7.0,1400000.0,500001.0
ADELAIDE,NORTH ADELAIDE,2023-12-31,11.0,1440000.0,500601.0
ADELAIDE HILLS,ALDGATE,2023-12-31,6.0,1297500.0,515401.0
ADELAIDE HILLS,ASHTON,2023-12-31,1.0,749000.0,513701.0
ADELAIDE HILLS,BALHANNAH,2023-12-31,7.0,877500.0,524201.0
ADELAIDE HILLS,BASKET RANGE,2023-12-31,,,513801.0
ADELAIDE HILLS,BELAIR,2023-12-31,14.0,1057750.0,505201.0
ADELAIDE HILLS,BIRDWOOD,2023-12-31,3.0,570000.0,523401.0
ADELAIDE HILLS,BRADBURY,2023-12-31,,,515305.0
ADELAIDE HILLS,BRIDGEWATER,2023-12-31,13.0,904000.0,515501.0
ADELAIDE HILLS,CAREY GULLY,2023-12-31,,,514401.0
ADELAIDE HILLS,CASTAMBUL,2023-12-31,,,507602.0
ADELAIDE HILLS,CHARLESTON,2023-12-31,1.0,947000.0,524401.0
ADELAIDE HILLS,CHERRYVILLE,2023-12-31,,,513402.0
ADELAIDE HILLS,CLELAND,2023-12-31,,,515204.0
ADELAIDE HILLS,CRAFERS,2023-12-31,5.0,1280450.0,515201.0
ADELAIDE HILLS,CRAFERS WEST,2023-12-31,7.0,877500.0,515202.0
ADELAIDE HILLS,DORSET VALE,2023-12-31,,,515704.0
ADELAIDE HILLS,GREENHILL,2023-12-31,3.0,920000.0,514001.0
ADELAIDE HILLS,GUMERACHA,2023-12-31,2.0,668750.0,523303.0
ADELAIDE HILLS,HEATHFIELD,2023-12-31,2.0,1551100.0,515301.0
ADELAIDE HILLS,HORSNELL GULLY,2023-12-31,,,514102.0
ADELAIDE HILLS,HUMBUG SCRUB,2023-12-31,,,511405.0
ADELAIDE HILLS,IRONBANK,2023-12-31,,,515302.0
ADELAIDE HILLS,KERSBROOK,2023-12-31,3.0,663889.0,523101.0
ADELAIDE HILLS,LENSWOOD,2023-12-31,,,524001.0
ADELAIDE HILLS,LOBETHAL,2023-12-31,7.0,535000.0,524101.0
ADELAIDE HILLS,LONGWOOD,2023-12-31,,,515303.0
ADELAIDE HILLS,MARBLE HILL,2023-12-31,,,513702.0
ADELAIDE HILLS,MONTACUTE,2023-12-31,,,513401.0
ADELAIDE HILLS,MOUNT GEORGE,2023-12-31,,,515502.0
ADELAIDE HILLS,MYLOR,2023-12-31,5.0,1030000.0,515304.0
ADELAIDE HILLS,NORTON SUMMIT,2023-12-31,,,513601.0
ADELAIDE HILLS,OAKBANK,2023-12-31,1.0,578000.0,524301.0
ADELAIDE HILLS,PICCADILLY,2023-12-31,2.0,1047500.0,515101.0
ADELAIDE HILLS,ROSTREVOR,2023-12-31,31.0,937000.0,507302.0
ADELAIDE HILLS,SCOTT CREEK,2023-12-31,,,515306.0
ADELAIDE HILLS,STIRLING,2023-12-31,13.0,1265000.0,515203.0
ADELAIDE HILLS,SUMMERTOWN,2023-12-31,2.0,980000.0,514101.0
ADELAIDE HILLS,TERINGIE,2023-12-31,2.0,1565000.0,507205.0
ADELAIDE HILLS,UPPER STURT,2023-12-31,4.0,930000.0,515601.0
ADELAIDE HILLS,URAIDLA,2023-12-31,3.0,1051000.0,514201.0
ADELAIDE HILLS,WATERFALL GULLY,2023-12-31,1.0,936000.0,506606.0
ADELAIDE HILLS,WOODFORDE,2023-12-31,2.0,793500.0,507206.0
ADELAIDE HILLS,WOODSIDE,2023-12-31,8.0,757500.0,524403.0
BURNSIDE,AULDANA,2023-12-31,2.0,2600000.0,507201.0
BURNSIDE,BEAUMONT,2023-12-31,11.0,1804000.0,506601.0
BURNSIDE,BEULAH PARK,2023-12-31,6.0,1500000.0,506701.0
BURNSIDE,BURNSIDE,2023-12-31,10.0,1250000.0,506602.0
BURNSIDE,DULWICH,2023-12-31,1.0,2250000.0,506501.0
BURNSIDE,EASTWOOD,2023-12-31,4.0,1500500.0,506301.0
BURNSIDE,ERINDALE,2023-12-31,3.0,2615000.0,506603.0
BURNSIDE,FREWVILLE,2023-12-31,,,506302.0
BURNSIDE,GLEN OSMOND,2023-12-31,5.0,1501000.0,506401.0
BURNSIDE,GLENSIDE,2023-12-31,8.0,1387500.0,506502.0
BURNSIDE,GLENUNGA,2023-12-31,3.0,1570000.0,506402.0
BURNSIDE,HAZELWOOD PARK,2023-12-31,10.0,1790000.0,506604.0
BURNSIDE,KENSINGTON GARDENS,2023-12-31,11.0,1628563.0,506803.0
BURNSIDE,KENSINGTON PARK,2023-12-31,5.0,1320000.0,506804.0
BURNSIDE,LEABROOK,2023-12-31,1.0,3230000.0,506805.0
BURNSIDE,LEAWOOD GARDENS,2023-12-31,,,515001.0
BURNSIDE,LINDEN PARK,2023-12-31,7.0,1436500.0,506503.0
BURNSIDE,MAGILL,2023-12-31,27.0,1107500.0,507202.0
BURNSIDE,MOUNT OSMOND,2023-12-31,2.0,1943000.0,506403.0
BURNSIDE,ROSE PARK,2023-12-31,6.0,2455000.0,506704.0
BURNSIDE,ROSSLYN PARK,2023-12-31,5.0,1870000.0,507203.0
BURNSIDE,SKYE,2023-12-31,,,507204.0
BURNSIDE,ST GEORGES,2023-12-31,2.0,2570000.0,506405.0
BURNSIDE,STONYFELL,2023-12-31,2.0,1760000.0,506605.0
BURNSIDE,TOORAK GARDENS,2023-12-31,9.0,2050000.0,506504.0
BURNSIDE,TUSMORE,2023-12-31,7.0,2350000.0,506505.0
BURNSIDE,WATTLE PARK,2023-12-31,11.0,1200000.0,506607.0
CAMPBELLTOWN,ATHELSTONE,2023-12-31,31.0,785000.0,507601.0
CAMPBELLTOWN,CAMPBELLTOWN,2023-12-31,26.0,860000.0,507401.0
CAMPBELLTOWN,HECTORVILLE,2023-12-31,8.0,841500.0,507301.0
CAMPBELLTOWN,NEWTON,2023-12-31,14.0,827500.0,507402.0
CAMPBELLTOWN,PARADISE,2023-12-31,19.0,820000.0,507502.0
CAMPBELLTOWN,TRANMERE,2023-12-31,8.0,1300000.0,507303.0
CHARLES STURT,ALBERT PARK,2023-12-31,8.0,824750.0,501402.0
CHARLES STURT,ALLENBY GARDENS,2023-12-31,6.0,997500.0,500901.0
CHARLES STURT,ATHOL PARK,2023-12-31,3.0,815000.0,501201.0
CHARLES STURT,BEVERLEY,2023-12-31,7.0,880000.0,500902.0
CHARLES STURT,BOWDEN,2023-12-31,1.0,805000.0,500701.0
CHARLES STURT,BROMPTON,2023-12-31,7.0,1010000.0,500702.0
CHARLES STURT,CHELTENHAM,2023-12-31,8.0,901000.0,501403.0
CHARLES STURT,CROYDON,2023-12-31,,,500801.0
CHARLES STURT,DEVON PARK,2023-12-31,2.0,892500.0,500803.0
CHARLES STURT,FINDON,2023-12-31,15.0,872000.0,502301.0
CHARLES STURT,FLINDERS PARK,2023-12-31,19.0,858750.0,502501.0
CHARLES STURT,FULHAM GARDENS,2023-12-31,14.0,998000.0,502402.0
CHARLES STURT,GRANGE,2023-12-31,31.0,1165000.0,502201.0
CHARLES STURT,HENDON,2023-12-31,6.0,761000.0,501404.0
CHARLES STURT,HENLEY BEACH,2023-12-31,14.0,1422771.0,502202.0
CHARLES STURT,HENLEY BEACH SOUTH,2023-12-31,10.0,1660000.0,502203.0
CHARLES STURT,HINDMARSH,2023-12-31,,,500703.0
CHARLES STURT,KIDMAN PARK,2023-12-31,9.0,955000.0,502502.0
CHARLES STURT,KILKENNY,2023-12-31,4.0,800000.0,500903.0
CHARLES STURT,OVINGHAM,2023-12-31,,,508202.0
CHARLES STURT,PENNINGTON,2023-12-31,12.0,694000.0,501303.0
CHARLES STURT,RENOWN PARK,2023-12-31,5.0,727500.0,500805.0
CHARLES STURT,RIDLEYTON,2023-12-31,1.0,820000.0,500806.0
CHARLES STURT,ROYAL PARK,2023-12-31,13.0,720000.0,501406.0
CHARLES STURT,SEATON,2023-12-31,31.0,808750.0,502302.0
CHARLES STURT,SEMAPHORE PARK,2023-12-31,11.0,905500.0,501903.0
CHARLES STURT,ST CLAIR,2023-12-31,6.0,688750.0,501105.0
CHARLES STURT,TENNYSON,2023-12-31,3.0,1850000.0,502204.0
CHARLES STURT,WELLAND,2023-12-31,1.0,895000.0,500704.0
CHARLES STURT,WEST BEACH,2023-12-31,9.0,1340000.0,502403.0
CHARLES STURT,WEST CROYDON,2023-12-31,16.0,915000.0,500807.0
CHARLES STURT,WEST HINDMARSH,2023-12-31,4.0,1212500.0,500705.0
CHARLES STURT,WEST LAKES,2023-12-31,22.0,1190000.0,502101.0
CHARLES STURT,WEST LAKES SHORE,2023-12-31,7.0,980000.0,502001.0
CHARLES STURT,WOODVILLE,2023-12-31,5.0,650000.0,501101.0
CHARLES STURT,WOODVILLE NORTH,2023-12-31,4.0,837250.0,501204.0
CHARLES STURT,WOODVILLE PARK,2023-12-31,3.0,920000.0,501102.0
CHARLES STURT,WOODVILLE SOUTH,2023-12-31,9.0,955000.0,501103.0
CHARLES STURT,WOODVILLE WEST,2023-12-31,7.0,888500.0,501104.0
GAWLER,BIBARINGA,2023-12-31,,,511801.0
GAWLER,EVANSTON,2023-12-31,7.0,505000.0,511601.0
GAWLER,EVANSTON GARDENS,2023-12-31,23.0,500000.0,511602.0
GAWLER,EVANSTON PARK,2023-12-31,20.0,566000.0,511603.0
GAWLER,EVANSTON SOUTH,2023-12-31,5.0,532500.0,511604.0
GAWLER,GAWLER,2023-12-31,1.0,,511803.0
GAWLER,GAWLER EAST,2023-12-31,23.0,600000.0,511805.0
GAWLER,GAWLER SOUTH,2023-12-31,12.0,647500.0,511807.0
GAWLER,GAWLER WEST,2023-12-31,6.0,418000.0,511808.0
GAWLER,HILLIER,2023-12-31,,,511605.0
GAWLER,KUDLA,2023-12-31,,,511501.0
GAWLER,REID,2023-12-31,4.0,653000.0,511816.0
GAWLER,ULEYBURY,2023-12-31,,,511410.0
GAWLER,WILLASTON,2023-12-31,23.0,527000.0,511813.0
HOLDFAST BAY,BRIGHTON,2023-12-31,12.0,1223500.0,504801.0
HOLDFAST BAY,GLENELG,2023-12-31,2.0,1210000.0,504501.0
HOLDFAST BAY,GLENELG EAST,2023-12-31,8.0,1480000.0,504502.0
HOLDFAST BAY,GLENELG NORTH,2023-12-31,22.0,1080000.0,504503.0
HOLDFAST BAY,GLENELG SOUTH,2023-12-31,6.0,2815000.0,504504.0
HOLDFAST BAY,HOVE,2023-12-31,8.0,1682500.0,504803.0
